GPSPointLocation,CulvertID,CulvertAccessibility,ReasonforInaccessability,InletisMDIorSCI,Material,NumberofCulverts,InletEndSectionType,OutletEndSectionType,DropInletDetails,Culvert_Shape,PhysicalDamage,Corrosion,SpanIn,RiseIn,WidthofMultiCulvertsFt,Silting,Scour,Erosion_Control,ChannelType,ChannelCondition,Skew,DegreesofSkew,Comments,Collector,Correctionsource,Workspace,DeviceID,CorrStatus,CreationDateTime,UpdateDateTime,HorizEstAcc,VertEstAcc,TaskName,Photos_Multiple,X,Y,Z
CDI,E79,No,Silted Up,Yes,,1,MDI / SDI / CDI,Unknown,Unknown,Unknown,,,,,,>90% Silted,,,Roadside/Median Ditch,,,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-08T08:45:25.601057,2023-06-08T08:51:28.631935,0.73,1.09,,https://na.api.maps.trimblegeospatial.com/forms/images/5ea4b7bb-e311-4dfd-a697-d4f36ebffadf?hash=TDSeoGWCjFdZOUs2SodxeGbYv%2b6BQDzwR8amolB3DrA%3d&projectId=bo9nt6JWFsc,-108.68602313788698,36.78456666108344,1494.2002833978847
Outlet,A308,Yes,,No,Corrugated Metal,2,No End Section,No End Section,,Circular,Moderate Damage (metal),Not Known,54,54,10,,,,No Channel Evident,,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-30T13:01:17.8178,,0.9,1.35,,https://na.api.maps.trimblegeospatial.com/forms/images/e45c2805-0c3d-4e94-b7be-9bd13b51a44f?hash=443edzblmKuTHDYwB%2f%2fWCAIeUa7pBHzq6APyK52QWvg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/374e7d97-53b8-49fd-9ad1-c5343eba2114?hash=vGsTqH345bP4yGmXXHtPQYqrUSY7NkpxsmvEa1BCF3s%3d&projectId=bo9nt6JWFsc,-105.1387990905407,35.59493447037122,2033.746315958798
MDI / SDI,B625,Yes,,Yes,Corrugated Metal,2,MDI / SDI / CDI,Unknown,2 pipes (straight across),Circular,None,Minor (Rusting on Inside OR Outside),48,48,,Minor Silting (<10%),Little or no Scour ( < 1 ft),Other,Other,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-27T11:01:38.737921,,1.31,1.73,,https://na.api.maps.trimblegeospatial.com/forms/images/e20791b6-25cd-4a40-addd-783e5699c379?hash=mXkL3vMBk7VVSqVUnZJusl%2fNJh4DCHRt0tpItrfQQNE%3d&projectId=bo9nt6JWFsc,-104.43963442668424,36.88507534442875,2000.3945313151426
Turnouts (Road),B97,No,Silted Up,No,Other,1,Concrete Slope Blanket with Safety Grate,Concrete Slope Blanket with Safety Grate,,Circular,Other,Not Known,,,,>90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,,,Completely silted up but some safety grate is visible,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-05-25T10:45:47.45729,,0.89,1.48,,https://na.api.maps.trimblegeospatial.com/forms/images/fd5699a2-5313-421e-87ce-75982423ea58?hash=gu33Th4y3AQa2G4YkPSvO5LwoQ4rcVp%2fUWCgRBjNUrk%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/9eaad6f8-a07a-4bd4-9c47-ed7baba833ec?hash=Wiw1Q9wG%2bkmnsC4Y8VzjQ%2b6vKFoy2cX6yv%2bweF5rM3o%3d&projectId=bo9nt6JWFsc,-108.82876171272564,35.63512667143324,2026.0666882318321
Outlet,D20,Yes,,No,Concrete,1,No End Section,No End Section,,Circular,"Spalling, No Exposed Rebar (concrete)",,24,24,,30% to 60% Silted,Minor Scour (1 to 3 ft),None,Roadside/Median Ditch,Swampy/Heavily Vegetated,Right Forward,22.5,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-22T14:24:59.945459,2023-05-30T16:26:45.93342,1.26,1.8900000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/a482bd03-59b8-4a9d-9e0a-122d98f7b1da?hash=zSvq1nYPGdyHpRnuHKcMtd%2ba8cQ6xflRl8WzX57m9Hk%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/8e7a7066-ea34-4f0d-82d2-2328f054d0cc?hash=d1T8B22qzMb74TRa5DSbLcgH1VdXtWUuk2utXj4G6cE%3d&projectId=bo9nt6JWFsc,-106.98060028834425,36.09871566580027,2171.010823399549
Outlet,C667,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),30,30,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Left Forward,45,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-14T14:36:01.873521,2023-06-14T14:47:47.075691,1.12,1.6800000000000002,,https://na.api.maps.trimblegeospatial.com/forms/images/a12b5cf8-b346-4e75-8d9d-d74a3d738350?hash=WL9AUglyDbBgsSLjSmUGcT2KW772KYx26DC5i47HRrE%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/7643cf06-5b35-4a60-8559-bc0f276c5afa?hash=tMZ7aF5Wd7vl7qgZ6P2dPE4lcpi%2bpUeMuL8JqkStoxM%3d&projectId=bo9nt6JWFsc,-107.65467328467462,36.9660773163789,2089.1760693409196
Inlet,E296,Yes,,No,Corrugated Metal,4,Metal End Section,Metal End Section,,Circular,None,None Evident,60,60,72,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Right Forward,45,5th battery on far left of first image is a different size and is represented in MDI E295.,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-22T09:28:18.860933,2023-06-22T09:55:01.910421,0.6900000000000001,1.03,,https://na.api.maps.trimblegeospatial.com/forms/images/4b8daf10-c6e4-4f62-8da4-f2f6b15c4bc7?hash=jUOzWcVhWCbhieOtIkqOLnIPy6N0ReugnRzkXr4spgs%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/a2b9451c-6120-461d-a76f-1bd9a55d72d5?hash=xF1VHxPySBwlJtBEWjZKfpNRi%2bUrqyAAjbmD3hn5NGk%3d&projectId=bo9nt6JWFsc,-108.72581802648091,36.491384211250086,1697.2130532035765
Driveway (Private or Commercial),A219,No,Not Found,No,Corrugated Metal,1,No End Section,,,Circular,Moderate Damage (metal),Not Known,,,,>90% Silted,,,,,,,Outlet is silted over and not found,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-25T08:42:07.233776,2023-05-31T19:15:54.39259,0.8200000000000001,1.22,,https://na.api.maps.trimblegeospatial.com/forms/images/9e9503b1-8311-4e02-8a04-da6ffd1eaf3b?hash=Xckp12H2WP%2f32qMOiiKBioYxAPeQcIzn0VmJ8Dwl5Rs%3d&projectId=bo9nt6JWFsc,-105.39617418442626,35.70376132426012,2251.295814903925
Other,E299,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,Minor (Rusting on Inside OR Outside),24,24,,Clean,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,,,Culvert conveys water under roadside dividers from weighing station.,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-22T10:15:04.041761,2023-06-28T11:22:29.822611,0.67,1.01,,https://na.api.maps.trimblegeospatial.com/forms/images/ad62e68b-dc80-435c-ac81-a92bed0cb1d5?hash=vjPGGhM5LGXCdJx0eUIA%2bNqErXTyXhTIsPktBDt%2fBOM%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/5f645d29-aaf4-47c8-a622-c5911ef2e97b?hash=6a4oKxgglskq2NrmH9IDP6RMM2RZAZmhu0BINr%2bexgY%3d&projectId=bo9nt6JWFsc,-108.72539036194738,36.482543212414846,1706.3030287914685
MDI / SDI,B551,Yes,,Yes,Concrete,1,MDI / SDI / CDI,Unknown,3 or more pipes,Circular,None,,24,24,,Clean,Little or no Scour ( < 1 ft),Other,Other,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-26T16:02:46.707416,,1.35,1.8599999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/3d3e2b4a-3f37-4356-a816-ebebfea5ec24?hash=qYdzGd9q0R4U7NjqcYcKr%2bcHGKf4mR20%2fcQwGVar8KQ%3d&projectId=bo9nt6JWFsc,-104.43895425597071,36.905203674491595,2038.4579732884354
T-Post Reflector,A349,No,Steep Slopes,,,,,,,,,,,,,,,,,,,,"Slope, rain, and vegetation/debris made culvert inaccessible. ",culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-31T13:12:39.951733,,0.66,0.99,,https://na.api.maps.trimblegeospatial.com/forms/images/dd6e6461-c927-4640-8f4b-2723853b8d89?hash=1j2GvGhmqPEx48K4ZyLKZdk5DHBqvSfpUQwdyFRCwaE%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/eeeef1ca-5490-41e1-8820-db394089cc97?hash=37uP%2bf%2fLRaXXEmDZTIvWcZZuE4FXfB1CvncI81e669k%3d&projectId=bo9nt6JWFsc,-104.8481051471826,35.600854926919375,1992.0012198287825
Inlet,C622,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,None Evident,24,24,,>90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Weeds and/or Debris,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T15:07:35.530791,,1.1400000000000001,1.72,,https://na.api.maps.trimblegeospatial.com/forms/images/72b0ab1f-97fc-4292-adcc-84c4ff51ddfc?hash=FR0xau%2fHNTVuwz4RyS8FDsXDEfIzJa3JEAPjbz2ItMo%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/f2de602d-6208-443d-88d2-ef1b94a5fa06?hash=ub3wnIqpHtKNGriEAaFRSv1knKAsZc9uBuCDrrmIMKQ%3d&projectId=bo9nt6JWFsc,-107.63253681931731,36.83621783058782,1952.240287312435
Outlet,D862,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,None Evident,24,24,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T15:50:18.339945,,0.79,1.19,,https://na.api.maps.trimblegeospatial.com/forms/images/a15b85fe-4266-4c93-a613-fe4922cf324c?hash=liCTA71YJ04wJbzK8nQE0kHAnYD6jbN%2fCziw9hsEB4g%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/1ae7eae6-91c3-4e03-ae89-96bb72ab5749?hash=y%2fTstBKhxmMkhSdPPw%2bYYP0HQJyJD6iZz8z1IIHLm6s%3d&projectId=bo9nt6JWFsc,-106.7493505420933,36.585354068721585,2111.988224534289
Outlet,C900,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,None Evident,24,24,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,Inlet covered with weeds,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-28T14:10:06.807545,,1.23,1.8399999999999999,,https://na.api.maps.trimblegeospatial.com/forms/images/07c20eb1-54d6-40af-9869-7eb00d53ff77?hash=YZM%2fRQWSEfrwzDekNYlVGhkgqYXbGtPpECo3z13t8Q8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/4af2f2ea-0668-4e33-ad4a-4940863d05d9?hash=3TVMd51iKqEbRyRyTqTmuCU%2bFcpJFYCOVsRAITxlov0%3d&projectId=bo9nt6JWFsc,-107.78692979762907,36.799918977817086,1809.4974250183773
Outlet,B713,Yes,,No,Corrugated Metal,2,No End Section,No End Section,,Circular,None,None Evident,24,24,5.5,30% to 60% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-28T11:14:17.460242,,1.23,1.82,,https://na.api.maps.trimblegeospatial.com/forms/images/05d11fda-b418-4960-b7f5-e05af4f519d6?hash=Npz3cwkPBqJckf4pdfcYiuyLhu67NJhWJanln7HOCTg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/6b79afd4-6bff-4024-8718-73c7c1bc5ca4?hash=xAd9tgovOIAhFBDeD5XMST9Wwxe3QsY4ndKGSdA2Kpg%3d&projectId=bo9nt6JWFsc,-104.09125764624662,36.56607538432067,2142.494838354486
Turnouts (Road),A971,Yes,,No,Concrete,1,No End Section,No End Section,,Circular,Circular Concrete Pipe Damage,,42,42,,Clean,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T16:35:32.563811,2023-06-28T13:50:17.601921,0.6900000000000001,1.03,,https://na.api.maps.trimblegeospatial.com/forms/images/72663b14-f4f2-404b-9910-c14ca88801c9?hash=uDy5yLSEIgJ8xa91xPKslWFYugIuVdgR2jzsCjh8KZY%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/074a2fdf-5a27-4a9e-95c1-25415518206a?hash=1vcoelG2yNa5xUl%2bYwRqlqhgI35aEbaRC9uGnLpo1DM%3d&projectId=bo9nt6JWFsc,-105.27850991339126,35.4610425177192,1919.183116015707
Inlet,A80,Yes,,No,Concrete,1,No End Section,No End Section,,Circular,Circular Concrete Pipe Damage,,72,72,,Clean,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-23T08:45:53.842383,2023-05-23T22:25:29.996763,1.11,1.6600000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/7f6848fb-3837-4cda-a17d-4d9e15e2b41e?hash=zQhwfshH%2bTttWh6fUM1NYJGBT6VjrnlX3%2bXK8sMRQnU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/b746a64d-4339-4439-9f36-08a7c950cfc0?hash=i8ZCNDe%2b5U%2bx4Hdu4gAFzxovN1rsv1Jq6yvUIzFdqFs%3d&projectId=bo9nt6JWFsc,-105.24766142091372,35.52147899569592,1942.8223197448908
Inlet,D265,Yes,,No,Concrete,2,CBC without Apron,CBC without Apron,,Box,Spalling and Cracks on Headwall/Aprons,,96,72,16.5,Clean,Little or no Scour ( < 1 ft),Concrete Structure,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Efflorescence is present ,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-31T09:31:20.210955,,1.04,1.56,,https://na.api.maps.trimblegeospatial.com/forms/images/082807c4-8718-4df0-9523-19c4069b0126?hash=fmMqJEdEPCbILDzfvOAFc%2b%2fVgo3Gdc9ul9PEXb5Sxw4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/a4a9f00f-e774-4498-b094-beb47839be09?hash=Jmjmbf8ONmVyBYSHXYSqBRoJd40MXIfua1Ar6Vtpo3o%3d&projectId=bo9nt6JWFsc,-107.02848744829222,36.07178201249413,2215.1628904400627
Turnouts (Road),E203,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),None Evident,24,24,,>90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-20T11:35:23.092053,2023-06-20T11:52:17.555346,0.61,0.91,,https://na.api.maps.trimblegeospatial.com/forms/images/92314419-fb3a-437c-b189-014edc847d46?hash=8Hv%2bCYOuD7u8FbQ6ZJnAK1IfF7MGGCCa8h2OyzSWBNU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/967ae2cd-0cc3-49d3-af89-029eeb5ade23?hash=%2bPyFi%2fNtDs0dI6IwZjVaTRZ7FSd2kzz%2bwnnS28qH5MA%3d&projectId=bo9nt6JWFsc,-108.7073618231479,36.66725551703268,1595.4549180938377
CDI,B577,Yes,,Yes,Corrugated Metal,2,MDI / SDI / CDI,Unknown,2 pipes (straight across),Circular,None,None Evident,24,24,,,Little or no Scour ( < 1 ft),Other,Other,,Normal,,Running water can't see silting,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-27T07:25:36.657415,2023-06-27T07:37:13.721161,1.13,1.62,,https://na.api.maps.trimblegeospatial.com/forms/images/c3dba94d-5b63-4a3f-bd28-bbb0d661eed5?hash=Fu0PlkYkxshKkV0HFGIM4d1ckxVBQTCfCq3QuK0gkMw%3d&projectId=bo9nt6JWFsc,-104.44138992443206,36.8934835101623,2030.6771157637256
Outlet,D127,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Minor Damage (metal),None Evident,24,24,,Clean,Severe Scour ( > 8 ft),None,Dry Arroyo/Ephemeral,Channel Degrading,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-24T11:54:52.679632,2023-05-30T16:46:06.142533,0.79,1.19,,https://na.api.maps.trimblegeospatial.com/forms/images/b243aec5-d901-4208-a476-6637715ba097?hash=nnijREuTtnrAVWs0Yf24W5%2bic%2fokDoehrWQ%2fLzEAYJk%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/d5eba45f-debc-4fbb-a3a8-60117fbc7836?hash=9t%2bZzJ32dDV48tqIhjKcvU3fHLpqvNjWViW8rchPoac%3d&projectId=bo9nt6JWFsc,-107.02674274861596,36.232345320658176,2213.2072767479654
Outlet,E303,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,None Evident,36,36,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-22T10:37:37.560321,2023-06-28T11:18:35.745589,0.65,0.98,,https://na.api.maps.trimblegeospatial.com/forms/images/e55f7a47-534c-449b-9866-7a349f253db6?hash=ckbh2THq%2bf5%2fl2L3cTlFiWrRAMlnXi4JFUHR4CTXP9Y%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/5a5607e1-f8ee-403d-8c30-6629656f1efe?hash=%2bfh9uDgonvcFFdc1vXs4xcO2j4k9XNHssos%2bKeDocAM%3d&projectId=bo9nt6JWFsc,-108.72420203081961,36.47387454675856,1706.196509640326
Inlet,E166,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),30,30,,Clean,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Right Forward,22.5,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-15T08:58:34.695482,2023-06-15T09:03:29.399837,0.75,1.12,,https://na.api.maps.trimblegeospatial.com/forms/images/0b354b84-d6b9-458a-ab81-677f88f024a4?hash=%2bVbEVIMPnAS1JoQQXQE%2bmsFubf57ZL%2fTqI2ZegORJps%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/8d5d377e-872d-4db6-b9ce-3d92f13a1a72?hash=gVkCL6%2fa2wEN76cL7JUo03dL8%2biD%2foSIHmmGTKTBFts%3d&projectId=bo9nt6JWFsc,-108.70253830677746,36.75027900358973,1566.4592373688997
Outlet,B405,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Arch Pipe,None,Minor (Rusting on Inside OR Outside),30,18,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-14T14:48:41.242248,,1.48,2.24,,https://na.api.maps.trimblegeospatial.com/forms/images/e950b25d-6cc0-4d67-92aa-3973cf8e0f08?hash=1uehtZTQRoZcxrAtnbWa2rXnMhymnLWht%2f2fQo2BLtI%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/d0dc1f78-d920-4407-a2db-91ae67c14305?hash=Oq11nE5%2fOP%2fC96BUsGfKlohVCAg5MPOWlw2Ae1eG7ow%3d&projectId=bo9nt6JWFsc,-108.91998209164429,36.07378263016574,2450.2235851214873
Outlet,B258,Yes,,No,Corrugated Metal,1,Concrete Slope Blanket with Safety Grate,Concrete Slope Blanket with Safety Grate,,Circular,None,Not Known,36,36,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Left Forward,45,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-06T10:30:02.038605,,0.86,1.11,,https://na.api.maps.trimblegeospatial.com/forms/images/f20268d0-c1c7-4e00-bd1d-b8f69a53cae9?hash=I8lYAVE15gPzIqGXOn9mOA797n83DO4fKCLB08mmwbM%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/8bb8098b-abe6-4470-bb26-3d5d1ed04de2?hash=mwtX4j8uhKJAWsGL384PVdDkq13RiWRyLD4cXV6TSIg%3d&projectId=bo9nt6JWFsc,-108.68247201259561,35.88244328503088,1884.7847282404418
Outlet,D845,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Minor Damage (metal),Moderate (Rusting on Inside AND Outside),36,36,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T13:58:05.094424,2023-06-21T15:22:18.729587,1.1,1.6600000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/80f0e797-5539-4440-a167-7ac0ec88787e?hash=iLMvlbNP2yUXZ4G0hKvq13jVBAmPVsNcvETX5%2bMSzbQ%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/e2fa3035-3844-400f-9270-7af367bfd0c3?hash=IxneNyo1sdnIWDxt5msBCZ5YY1vZvCLK0MDXqzJLJgs%3d&projectId=bo9nt6JWFsc,-106.79639304452769,36.535640249570285,2106.835367304741
Inlet,A469,Yes,,No,Corrugated Metal,2,Concrete Slope Blanket,Concrete Slope Blanket,,Ellipse,Spalling and Cracks on Headwall/Aprons,Minor (Rusting on Inside OR Outside),84,96,19.5,Clean,Minor Scour (1 to 3 ft),None,Dry Arroyo/Ephemeral,Good,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-02T09:45:38.570959,,0.62,0.9400000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/cfec103c-5b5b-4b9f-93b1-b20a554969bc?hash=RPlg9iLIUlotWMXbpm4th%2bl%2bZXiQwSVMp87PPcC6%2b3U%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/249ccb71-1001-4f32-a09e-32bff70e3359?hash=YB2rRwzeMFgS7iuCTQI7bSBOO6m39dkAfpJSFqF7sHE%3d&projectId=bo9nt6JWFsc,-104.52084507466834,35.464839566061684,1509.0232908695157
Inlet,A411,No,"Weeds, Debris, Heavy Vegetation",,,,,,,,,,,,,,,,,,,,Inlet covered by weeds and boulders. Outlet not located. ,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T11:25:15.638029,2023-06-01T11:50:02.540452,0.9500000000000001,1.42,,https://na.api.maps.trimblegeospatial.com/forms/images/77f97055-51a7-4a73-bd1f-4e79abb884eb?hash=CklLQ0eC54T2gmALg9GjXOSTo%2fc9%2fh8zxzWuC17FZjI%3d&projectId=bo9nt6JWFsc,-104.66587386876266,35.51385441327092,1728.2767702542908
MDI / SDI,D1088,Yes,,Yes,Corrugated Metal,1,MDI / SDI / CDI,Metal End Section,1 pipe (lateral),Circular,None,None Evident,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),Wire-Enclosed Rip-Rap Pad,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,"Same outlet as D1089 (CDI), angle of 2nd pic makes there appear to be more silt than there actually is",culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-28T12:54:37.771093,2023-06-28T13:01:11.265416,0.76,1.1400000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/1c4f8041-46a8-49a5-9085-40edbc2bb3e3?hash=ey2aP%2bvVB%2bpfhU13As8tQPos42yA6MFwfMEZdyl9uWc%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/5f29b24a-cc01-4980-a16f-04d3f6c24460?hash=uwP1qF62Mcll48lP8%2f6HPUfR0Fsbx%2beoPRr4ATVPx4A%3d&projectId=bo9nt6JWFsc,-106.997447577082,36.93337755830666,2063.036442418831
Outlet,D412,No,"Weeds, Debris, Heavy Vegetation",No,Corrugated Metal,1,Unknown,Unknown,,,,Not Known,,,,>90% Silted,,None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Inlet under heavy vegetation/outlet silted up. Tape measure points at the location,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-05T15:20:50.537092,,1.16,1.74,,https://na.api.maps.trimblegeospatial.com/forms/images/f6f9550f-133e-4571-af2f-e5d150d845fe?hash=MMZ%2bZUu7gj8avFoOBTUeChYOwDlJZnuJV%2fJBIF4B7tU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/daca40ef-4440-4ec2-ac63-e9faaa7b6b44?hash=WDLDhUNeTiZilWnKV%2fuCvim3hFtAS7FVFXBEsnmNtLY%3d&projectId=bo9nt6JWFsc,-107.61453312746573,36.25343174142089,2132.920809388774
